"NewsDesk","SectionName","SubsectionName","Headline","Snippet","Abstract","WordCount","PubDate","UniqueID"
"OpEd","Opinion","","Is Our Economic Commentators Learning?","Gut feelings, still reported as facts.","Gut feelings, still reported as facts.",456,"2014-12-13 09:32:55",7502
"OpEd","Opinion","","Supreme Court Revisits Life Sentences for Juveniles","Should a 2012 ruling have applied retroactively?","Should a 2012 ruling have applied retroactively?",468,"2014-12-13 09:24:39",7503
"","","","The Daily Gift: An Elegant Fitness Tracker for the Design-Minded","Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",73,"2014-12-13 09:00:29",7504
"","Opinion","","Rev. Dr. William Barber II on Todays Protest Movements","The president of the North Carolina chapter of the NAACP shares his thoughts on the intersectionality of todays protest movements.","The president of the North Carolina chapter of the NAACP shares his thoughts on the intersectionality of todays protest movements.",353,"2014-12-13 00:05:30",7505
"Culture","Arts","","D'Angelo Releases First Album in 15 Years","Black Messiah is the third studio album for the enigmatic soul singer.","Black Messiah is the third studio album for the enigmatic soul singer.",379,"2014-12-14 23:45:52",7506
"Culture","Arts","","'The Affair' Recap: The Shamed Parent, and the Shameless","Alison feels guilt over her sons death. Noah shows a surprising, and maybe unbelievable, lack of familial responsibility.","Alison feels guilt over her sons death. Noah shows a surprising, and maybe unbelievable, lack of familial responsibility.",771,"2014-12-14 23:01:56",7507
"Metro","N.Y. / Region","","Free Ballet at Columbus Circle","Metropolitan Diary: A young ballerina and her partner suddenly appeared in Columbus Circle and danced for 20 minutes, not for money or even applause, but for an unseen audience.","Metropolitan Diary: A young ballerina and her partner suddenly appeared in Columbus Circle and danced for 20 minutes, not for money or even applause, but for an unseen audience.",320,"2014-12-14 19:46:03",7508
"","Opinion","","Did Salaita Cross the Line of Civility?","A controversial tweet about Israels bombing of Gaza this summer wasnt true. But it ought to be.","A controversial tweet about Israels bombing of Gaza this summer wasnt true. But it ought to be.",1563,"2014-12-14 19:00:25",7509
"Culture","Arts","","Gibney Dance Selects Artists for Residency Program","Winners include Wally Cardona, Jeanine Durning and Marjani Fort.","Winners include Wally Cardona, Jeanine Durning and Marjani Fort.",104,"2014-12-14 18:03:32",7510
"","Crosswords/Games","","Freeze!","In which I totally confuse myself. On a Monday puzzle, yet.","In which I totally confuse myself. On a Monday puzzle, yet.",312,"2014-12-14 18:00:07",7511
"Culture","Arts","","Nobel Gives French Novelist U.S. Boost","Houghton Mifflin Harcourt has acquired Patrick Modianos latest novel, So You Dont Get Lost in the Neighborhood, to be published in late 2015.","Houghton Mifflin Harcourt has acquired Patrick Modianos latest novel, So You Dont Get Lost in the Neighborhood, to be published in late 2015.",260,"2014-12-14 17:52:18",7512
"OpEd","","","At Climate Talks in Lima, Not 'Same as it Ever Was'?","An environmental journalist says the Lima summit mainly shows how climate diplomacy is racing to catch up with energy progress on the ground.","An environmental journalist says the Lima summit mainly shows how climate diplomacy is racing to catch up with energy progress on the ground.",2069,"2014-12-14 16:47:38",7513
"Business","Business Day","Dealbook","PetSmart Accepts $8.7 Billion Buyout","PetSmart announced on Sunday that it would sell itself to an investor group led by the private equity firm BC Partners, in the biggest leveraged buyout of a company this year.","PetSmart announced on Sunday that it would sell itself to an investor group led by the private equity firm BC Partners, in the biggest leveraged buyout of a company this year.",671,"2014-12-14 16:33:08",7514
"","","","1939: German Battleship Is Badly Damaged by British Cruisers","Highlights from the International Herald Tribune archives: A Nazi battleship, the Admiral Graf Spee, was attacked near Montevideo, Uruguay, in 1939.","Highlights from the International Herald Tribune archives: A Nazi battleship, the Admiral Graf Spee, was attacked near Montevideo, Uruguay, in 1939.",217,"2014-12-14 14:41:09",7515
"Culture","Arts","","Ridley Scott's 'Exodus' Underwhelms at the Box Office","In its opening weekend, the expensive Exodus: Gods and Kings brought in only $24.5 million, and will face stronger competition next week.","In its opening weekend, the expensive Exodus: Gods and Kings brought in only $24.5 million, and will face stronger competition next week.",277,"2014-12-14 12:22:54",7516
"","","","1889: Influenza Grips Germany","Highlights from the International Herald Tribune archives: A flu epidemic shuts down public services in Berlin in 1889.","Highlights from the International Herald Tribune archives: A flu epidemic shuts down public services in Berlin in 1889.",209,"2014-12-14 10:30:43",7517
"","","","The Daily Gift: Hot Air Balloons, for Flights of Fancy","Each day until Christmas, the editors of T share a new holiday gift idea.","Each day until Christmas, the editors of T share a new holiday gift idea.",74,"2014-12-14 09:00:43",7518
"OpEd","Opinion","","Petrothoughts","Delusions of OPEC power.","Delusions of OPEC power.",255,"2014-12-14 08:21:39",7519
"Styles","U.S.","","There's So Much to Say About Her Aunt's Suicide, I Can't Even Begin.","Its been more than four months since my sister took her own life, and I still havent spoken with my 12-year-old daughter about it.","Its been more than four months since my sister took her own life, and I still havent spoken with my 12-year-old daughter about it.",837,"2014-12-14 08:10:48",7520
"Business","Technology","","Jeff Bezos' Lemonade Stand ","The expansion of Amazon Prime benefits, as well as the companys many other projects, appears to be fueled in part by fattened margins on physical books.","The expansion of Amazon Prime benefits, as well as the companys many other projects, appears to be fueled in part by fattened margins on physical books.",1182,"2014-12-14 07:00:28",7521
"","Multimedia","","Child's Play at War in South Sudan","A filmmaker chronicled how refugee children made their own dolls and houses, which they used to show what the endured in that countrys conflict.","A filmmaker chronicled how refugee children made their own dolls and houses, which they used to show what the endured in that countrys conflict.",101,"2014-12-14 05:00:01",7522
"Business","Technology","","Chinese Internet Companies Gain Ground in Global Advertising Competition","China, the No. 2 market for digital advertising, has become so important to marketers that Alibaba and Baidu, two Chinese companies that operate almost entirely within their home country, have become two of the largest ad sellers in the world.","China, the No. 2 market for digital advertising, has become so important to marketers that Alibaba and Baidu, two Chinese companies that operate almost entirely within their home country, have become two of the largest ad sellers in the world.",304,"2014-12-15 23:59:17",7523
"Business","Business Day","Dealbook","A Window Into Washington in an Effort to Undo a Dodd-Frank Rule ","An amendment to the federal spending bill, freeing big banks from some oversight, drew bipartisan outrage last week, but it was initially proposed without controversy.","An amendment to the federal spending bill, freeing big banks from some oversight, drew bipartisan outrage last week, but it was initially proposed without controversy.",913,"2014-12-15 23:11:52",7524
"Business","Business Day","Dealbook","Talisman Energy Confirms Deal Talks With Repsol of Spain","If successful, the takeover of Talisman, a Canadian oil and gas producer, would roughly double Repsols oil production.","If successful, the takeover of Talisman, a Canadian oil and gas producer, would roughly double Repsols oil production.",301,"2014-12-15 22:05:06",7525
"Foreign","World","Asia Pacific","Q. and A.: Bill Hayton on Growing Rivalries in the South China Sea ","The BBC journalists latest work, The South China Sea: The Struggle for Power in Asia, addresses the history, politics and energy resources of the sea that has become central to Chinas foreign policy.","The BBC journalists latest work, The South China Sea: The Struggle for Power in Asia, addresses the history, politics and energy resources of the sea that has become central to Chinas foreign policy.",1661,"2014-12-15 22:02:17",7526
